tool,suite,subject,gc,arm,status,monitors,events,traces
lazymop,oss,agarciadom-xeger,g1,native,PASS,,,1687
lazymop,oss,almson-almson-refcount,g1,stock,PASS,,,24
lazymop,oss,almson-almson-refcount,g1,native,PASS,,,24
lazymop,oss,lexburner-consistent-hash-algorithm,g1,stock,PASS,,,27
lazymop,oss,lexburner-consistent-hash-algorithm,g1,native,PASS,,,27
lazymop,oss,solita-functional-utils,g1,stock,PASS,,,927
lazymop,oss,solita-functional-utils,g1,native,PASS,,,927
lazymop,oss,palindromicity-simple-syslog,g1,stock,PASS,,,2517
lazymop,oss,palindromicity-simple-syslog,g1,native,PASS,,,2517
lazymop,oss,zhoujianling-PointCloudUtilities,g1,stock,PASS,,,42775
lazymop,oss,zhoujianling-PointCloudUtilities,g1,native,PASS,,,34629
lazymop,oss,graphstream-gs-core,g1,stock,PASS,,,818
lazymop,oss,graphstream-gs-core,g1,native,PASS,,,818
lazymop,oss,ghaffarian-progex,g1,stock,PASS,,,37023
lazymop,oss,ghaffarian-progex,g1,native,PASS,,,36930
lazymop,oss,graphstream-gs-algo,g1,stock,FAIL,,,
lazymop,oss,graphstream-gs-algo,g1,native,FAIL,,,
lazymop,oss,MezereonXP-AnomalyDetectTool,g1,stock,PASS,,,683
lazymop,oss,MezereonXP-AnomalyDetectTool,g1,native,PASS,,,683
lazymop,oss,Antibrumm-jackson-antpathfilter,g1,stock,PASS,,,424
lazymop,oss,Antibrumm-jackson-antpathfilter,g1,native,PASS,,,423
lazymop,oss,codelion-gramtest,g1,stock,PASS,,,1173
lazymop,oss,codelion-gramtest,g1,native,PASS,,,1146
lazymop,oss,huaban-jieba-analysis,g1,stock,PASS,,,1092
lazymop,oss,huaban-jieba-analysis,g1,native,PASS,,,1092
lazymop,oss,mocnik-science-geogrid,g1,stock,PASS,,,
lazymop,oss,mocnik-science-geogrid,g1,native,FAIL,,,
lazymop,oss,renfei-ik-analyzer,g1,stock,PASS,,,922
lazymop,oss,renfei-ik-analyzer,g1,native,PASS,,,922
lazymop,oss,confluentinc-kafka-connect-datagen,g1,stock,PASS,,,12636
lazymop,oss,confluentinc-kafka-connect-datagen,g1,native,PASS,,,11346
lazymop,oss,f4b6a3-uuid-creator,g1,stock,PASS,,,216
lazymop,oss,f4b6a3-uuid-creator,g1,native,PASS,,,216
lazymop,oss,gchq-synthetic-data-generator,g1,stock,FAIL,,,
lazymop,oss,gchq-synthetic-data-generator,g1,native,FAIL,,,
lazymop,oss,sbesada-java.math.expression.parser,g1,stock,PASS,,,135
lazymop,oss,sbesada-java.math.expression.parser,g1,native,PASS,,,135
lazymop,oss,mastodon-sc-mastodon,g1,stock,FAIL,,,
lazymop,oss,mastodon-sc-mastodon,g1,native,FAIL,,,
lazymop,oss,ElectronicChartCentre-java-vector-tile,g1,stock,FAIL,,,
lazymop,oss,ElectronicChartCentre-java-vector-tile,g1,native,FAIL,,,
lazymop,oss,conveyal-osm-lib,g1,stock,PASS,,,3525
lazymop,oss,conveyal-osm-lib,g1,native,PASS,,,3526
lazymop,oss,eightbitjim-cassette-nibbler,g1,stock,FAIL,,,
lazymop,oss,eightbitjim-cassette-nibbler,g1,native,PASS,,,
lazymop,oss,simplenlg-simplenlg,g1,stock,PASS,,,2169
lazymop,oss,simplenlg-simplenlg,g1,native,PASS,,,2169
lazymop,oss,cocolian-cocolian-nlp,g1,stock,PASS,,,30799
lazymop,oss,cocolian-cocolian-nlp,g1,native,PASS,,,28711
lazymop,oss,getodk-javarosa,g1,stock,PASS,,,10170
lazymop,oss,getodk-javarosa,g1,native,PASS,,,10071
lazymop,oss,fraunhoferfokus-Fuzzino,g1,stock,PASS,,,7001
lazymop,oss,fraunhoferfokus-Fuzzino,g1,native,PASS,,,7001
lazymop,oss,Sweetiee-yi-Jaba,g1,stock,PASS,,,4969
lazymop,oss,Sweetiee-yi-Jaba,g1,native,PASS,,,4969
lazymop,oss,iquadrat-sbb-train-scheduler,g1,stock,PASS,,,6952
lazymop,oss,iquadrat-sbb-train-scheduler,g1,native,PASS,,,6962
lazymop,oss,davidmoten-bplustree,g1,stock,PASS,,,189
lazymop,oss,davidmoten-bplustree,g1,native,PASS,,,189
lazymop,oss,hlavki-jlemmagen,g1,stock,PASS,,,2066
lazymop,oss,hlavki-jlemmagen,g1,native,PASS,,,2066
lazymop,oss,davidmoten-rtree2,g1,stock,PASS,,,1816
lazymop,oss,davidmoten-rtree2,g1,native,PASS,,,1809
lazymop,oss,danieldk-dictomaton,g1,stock,PASS,,,13836
lazymop,oss,danieldk-dictomaton,g1,native,PASS,,,13836
lazymop,oss,almondtools-stringsearchalgorithms,g1,stock,PASS,,,4848
lazymop,oss,almondtools-stringsearchalgorithms,g1,native,PASS,,,4845
lazymop,oss,davidmoten-rtree-multi,g1,stock,PASS,,,38115
lazymop,oss,davidmoten-rtree-multi,g1,native,PASS,,,38062
lazymop,oss,chocoteam-choco-graph,g1,stock,FAIL,,,
lazymop,oss,chocoteam-choco-graph,g1,native,FAIL,,,
lazymop,oss,myui-btree4j,g1,stock,PASS,,,1529
lazymop,oss,myui-btree4j,g1,native,PASS,,,1532
lazymop,oss,houbb-sensitive-word,g1,stock,PASS,,,448
lazymop,oss,houbb-sensitive-word,g1,native,PASS,,,448
lazymop,oss,jahlborn-jackcess,g1,stock,PASS,,,50391
lazymop,oss,jahlborn-jackcess,g1,native,PASS,,,36384
lazymop,oss,lukfor-pgs-calc,g1,stock,FAIL,,,
lazymop,oss,lukfor-pgs-calc,g1,native,PASS,,,
lazymop,oss,apache-commons-imaging,g1,stock,PASS,,,8546
lazymop,oss,apache-commons-imaging,g1,native,PASS,,,8543
lazymop,oss,davidmoten-rtree,g1,stock,PASS,,,2828
lazymop,oss,davidmoten-rtree,g1,native,PASS,,,2828
lazymop,oss,kapoorlabs-kiara,g1,stock,FAIL,,,
lazymop,oss,kapoorlabs-kiara,g1,native,FAIL,,,
lazymop,oss,fusion-jena-JaroWinklerSimilarity,g1,stock,PASS,,,11309
lazymop,oss,fusion-jena-JaroWinklerSimilarity,g1,native,PASS,,,10474
lazymop,oss,palatable-lambda,g1,stock,PASS,,,44006
lazymop,oss,palatable-lambda,g1,native,PASS,,,44132
lazymop,oss,flipkart-incubator-databuilderframework,g1,stock,PASS,,,1461
lazymop,oss,flipkart-incubator-databuilderframework,g1,native,PASS,,,1461
lazymop,oss,indeedeng-vowpal-wabbit-java,g1,stock,PASS,,,275
lazymop,oss,indeedeng-vowpal-wabbit-java,g1,native,PASS,,,275
lazymop,oss,bkatwal-kafka-util,g1,stock,PASS,,,32392
lazymop,oss,bkatwal-kafka-util,g1,native,PASS,,,37785
lazymop,oss,xspec-xspec-maven-plugin-1,g1,stock,PASS,,,8958
lazymop,oss,xspec-xspec-maven-plugin-1,g1,native,PASS,,,8954
lazymop,oss,attoparser-attoparser,g1,stock,PASS,,,799
lazymop,oss,attoparser-attoparser,g1,native,PASS,,,799
lazymop,oss,PeterisP-morphology,g1,stock,PASS,,,28643
lazymop,oss,PeterisP-morphology,g1,native,PASS,,,28943
lazymop,oss,ysc-word,g1,stock,PASS,,,1603
lazymop,oss,ysc-word,g1,native,PASS,,,1603
lazymop,oss,addthis-stream-lib,g1,stock,FAIL,,,
lazymop,oss,addthis-stream-lib,g1,native,FAIL,,,
lazymop,oss,googleapis-java-spanner-jdbc,g1,stock,FAIL,,,
lazymop,oss,googleapis-java-spanner-jdbc,g1,native,FAIL,,,
lazymop,oss,StarlangSoftware-TurkishWordNet,g1,stock,FAIL,,,
lazymop,oss,StarlangSoftware-TurkishWordNet,g1,native,FAIL,,,
lazymop,dacapo,avrora,g1,stock,PASS,,,3626
lazymop,dacapo,avrora,g1,native,PASS,,,3301
lazymop,dacapo,batik,g1,stock,PASS,,,370
lazymop,dacapo,batik,g1,native,PASS,,,369
lazymop,dacapo,biojava,g1,stock,PASS,,,3236
lazymop,dacapo,biojava,g1,native,PASS,,,3206
lazymop,dacapo,eclipse,g1,stock,PASS,,,6336
lazymop,dacapo,eclipse,g1,native,PASS,,,6324
lazymop,dacapo,graphchi,g1,stock,PASS,,,188
lazymop,dacapo,graphchi,g1,native,PASS,,,188
lazymop,dacapo,h2,g1,stock,PASS,,,648
lazymop,dacapo,h2,g1,native,PASS,,,648
lazymop,dacapo,jme,g1,stock,PASS,,,537
lazymop,dacapo,jme,g1,native,PASS,,,523
lazymop,dacapo,jython,g1,stock,PASS,,,5842
lazymop,dacapo,jython,g1,native,PASS,,,5878
lazymop,dacapo,avrora,parallel,stock,PASS,,,3625
lazymop,dacapo,avrora,parallel,native,PASS,,,3243
lazymop,dacapo,batik,parallel,stock,PASS,,,371
lazymop,dacapo,batik,parallel,native,PASS,,,372
lazymop,dacapo,biojava,parallel,stock,PASS,,,3240
lazymop,dacapo,biojava,parallel,native,PASS,,,3241
lazymop,dacapo,eclipse,parallel,stock,PASS,,,6153
lazymop,dacapo,eclipse,parallel,native,PASS,,,6142
lazymop,dacapo,graphchi,parallel,stock,PASS,,,191
lazymop,dacapo,graphchi,parallel,native,PASS,,,191
lazymop,dacapo,h2,parallel,stock,PASS,,,595
lazymop,dacapo,h2,parallel,native,PASS,,,539
lazymop,dacapo,jme,parallel,stock,PASS,,,559
lazymop,dacapo,jme,parallel,native,PASS,,,526
lazymop,dacapo,jython,parallel,stock,PASS,,,5838
lazymop,dacapo,jython,parallel,native,PASS,,,5843
lazymop,dacapo,avrora,serial,stock,PASS,,,3636
lazymop,dacapo,avrora,serial,native,PASS,,,3244
lazymop,dacapo,batik,serial,stock,PASS,,,373
lazymop,dacapo,batik,serial,native,PASS,,,372
lazymop,dacapo,eclipse,serial,stock,PASS,,,6161
lazymop,dacapo,eclipse,serial,native,PASS,,,6143
lazymop,dacapo,graphchi,serial,stock,PASS,,,191
lazymop,dacapo,graphchi,serial,native,PASS,,,191
lazymop,dacapo,h2,serial,stock,PASS,,,371
lazymop,dacapo,h2,serial,native,PASS,,,371
lazymop,dacapo,jme,serial,stock,PASS,,,544
lazymop,dacapo,jme,serial,native,PASS,,,526
lazymop,dacapo,jython,serial,stock,PASS,,,5839
lazymop,dacapo,jython,serial,native,PASS,,,5856
lazymop,dacapo,sunflow,serial,stock,PASS,,,140
lazymop,dacapo,sunflow,serial,native,PASS,,,140
lazymop,dacapo,sunflow,g1,stock,PASS,,,140
lazymop,dacapo,sunflow,g1,native,PASS,,,140
javamop,oss,Antibrumm-jackson-antpathfilter,all,stock,PASS,10870340,86537260,
javamop,oss,Antibrumm-jackson-antpathfilter,all,native,PASS,10560212,84306258,
javamop,oss,ElectronicChartCentre-java-vector-tile,all,stock,PASS,15206427,627074092,
javamop,oss,ElectronicChartCentre-java-vector-tile,all,native,PASS,15206427,627074092,
javamop,oss,Fundynamic-dune2themaker4j,all,stock,PASS,45571577,563676351,
javamop,oss,Fundynamic-dune2themaker4j,all,native,PASS,0,0,
javamop,oss,MezereonXP-AnomalyDetectTool,all,stock,PASS,1323136,380257929,
javamop,oss,MezereonXP-AnomalyDetectTool,all,native,PASS,1323148,380414443,
javamop,oss,PeterisP-morphology,all,stock,PASS,67671110,4014516401,
javamop,oss,PeterisP-morphology,all,native,PASS,67671110,4014516401,
javamop,oss,StarlangSoftware-TurkishPropBank,all,stock,PASS,42923667,217219044,
javamop,oss,StarlangSoftware-TurkishPropBank,all,native,PASS,42923667,217219044,
javamop,oss,StarlangSoftware-TurkishSentiNet,all,stock,PASS,63329747,322357939,
javamop,oss,StarlangSoftware-TurkishSentiNet,all,native,PASS,63329747,322357939,
javamop,oss,StarlangSoftware-TurkishWordNet,all,stock,PASS,1426720299,7179104229,
javamop,oss,StarlangSoftware-TurkishWordNet,all,native,PASS,1426720299,7179104229,
javamop,oss,Sweetiee-yi-Jaba,all,stock,PASS,22132215,135569605,
javamop,oss,Sweetiee-yi-Jaba,all,native,PASS,22132215,135569605,
javamop,oss,addthis-stream-lib,all,stock,PASS,83523926,3423400134,
javamop,oss,addthis-stream-lib,all,native,PASS,83494950,3423256035,
javamop,oss,agarciadom-xeger,all,stock,PASS,15784988,105304626,
javamop,oss,agarciadom-xeger,all,native,PASS,15784979,105304572,
javamop,oss,albfernandez-javadbf,all,stock,PASS,5484,1006751,
javamop,oss,albfernandez-javadbf,all,native,PASS,5484,1006751,
javamop,oss,almondtools-stringsearchalgorithms,all,stock,PASS,71164657,953525855,
javamop,oss,almondtools-stringsearchalgorithms,all,native,PASS,71164657,953525855,
javamop,oss,almson-almson-refcount,all,stock,PASS,5000306,25000452,
javamop,oss,almson-almson-refcount,all,native,PASS,5000306,25000452,
javamop,oss,apache-commons-imaging,all,stock,PASS,52101275,1174838053,
javamop,oss,apache-commons-imaging,all,native,PASS,52101275,1174837916,
javamop,oss,attoparser-attoparser,all,stock,PASS,219114822,4455159374,
javamop,oss,attoparser-attoparser,all,native,PASS,219114822,4455159374,
javamop,oss,awslabs-route53-infima,all,stock,PASS,7105149,60054459,
javamop,oss,awslabs-route53-infima,all,native,PASS,7105975,60071011,
javamop,oss,bkatwal-kafka-util,all,stock,PASS,305459,2874165,
javamop,oss,bkatwal-kafka-util,all,native,PASS,306847,2841178,
javamop,oss,chocoteam-choco-graph,all,stock,PASS,15169610,1487129928,
javamop,oss,chocoteam-choco-graph,all,native,PASS,15169598,1487099597,
javamop,oss,cocolian-cocolian-nlp,all,stock,PASS,23675433,332441622,
javamop,oss,cocolian-cocolian-nlp,all,native,PASS,23674708,332434787,
javamop,oss,codelion-gramtest,all,stock,PASS,25586641,543693349,
javamop,oss,codelion-gramtest,all,native,PASS,25588597,543787004,
javamop,oss,confluentinc-kafka-connect-datagen,all,stock,PASS,7592180,131060830,
javamop,oss,confluentinc-kafka-connect-datagen,all,native,PASS,7576836,130840374,
javamop,oss,conveyal-osm-lib,all,stock,PASS,16875862,260407062,
javamop,oss,conveyal-osm-lib,all,native,PASS,16876437,260413926,
javamop,oss,cowtowncoder-java-uuid-generator,all,stock,PASS,20836664,126757308,
javamop,oss,cowtowncoder-java-uuid-generator,all,native,PASS,20836664,126757308,
javamop,oss,danieldk-dictomaton,all,stock,PASS,42767622,538541147,
javamop,oss,danieldk-dictomaton,all,native,PASS,42767622,538541147,
javamop,oss,davidmoten-bplustree,all,stock,PASS,63527039,327336218,
javamop,oss,davidmoten-bplustree,all,native,PASS,63527244,327362359,
javamop,oss,davidmoten-rtree,all,stock,PASS,88257888,1827084293,
javamop,oss,davidmoten-rtree,all,native,PASS,88087975,1825183067,
javamop,oss,davidmoten-rtree-multi,all,stock,PASS,27015202,477061290,
javamop,oss,davidmoten-rtree-multi,all,native,PASS,27105895,476617258,
javamop,oss,davidmoten-rtree2,all,stock,PASS,24376655,364709227,
javamop,oss,davidmoten-rtree2,all,native,PASS,24326472,364254469,
javamop,oss,eightbitjim-cassette-nibbler,all,stock,PASS,189045776,530801834,
javamop,oss,eightbitjim-cassette-nibbler,all,native,PASS,189045776,530801834,
javamop,oss,f4b6a3-uuid-creator,all,stock,PASS,548654,6363334,
javamop,oss,f4b6a3-uuid-creator,all,native,PASS,548654,6363334,
javamop,oss,fabric8io-docker-maven-plugin,all,stock,PASS,18054148,174496512,
javamop,oss,fabric8io-docker-maven-plugin,all,native,PASS,18044392,174434617,
javamop,oss,flipkart-incubator-databuilderframework,all,stock,PASS,52174393,339127328,
javamop,oss,flipkart-incubator-databuilderframework,all,native,PASS,52173821,339116562,
javamop,oss,fraunhoferfokus-Fuzzino,all,stock,PASS,503610,4626698801,
javamop,oss,fraunhoferfokus-Fuzzino,all,native,PASS,503610,4626698801,
javamop,oss,fusion-jena-JaroWinklerSimilarity,all,stock,PASS,137424815,2516398068,
javamop,oss,fusion-jena-JaroWinklerSimilarity,all,native,PASS,137424815,2516398068,
javamop,oss,gchq-synthetic-data-generator,all,stock,PASS,8691517,121251630,
javamop,oss,gchq-synthetic-data-generator,all,native,PASS,8691549,121251956,
javamop,oss,getodk-javarosa,all,stock,PASS,7171852,233751183,
javamop,oss,getodk-javarosa,all,native,PASS,7171851,233778872,
javamop,oss,ghaffarian-progex,all,stock,PASS,20492965,186206637,
javamop,oss,ghaffarian-progex,all,native,PASS,20492965,186206637,
javamop,oss,googleapis-java-spanner-jdbc,all,stock,PASS,5359932,72338300,
javamop,oss,googleapis-java-spanner-jdbc,all,native,PASS,5335095,72035600,
javamop,oss,graphstream-gs-algo,all,stock,PASS,4941107,51281430,
javamop,oss,graphstream-gs-algo,all,native,PASS,4936083,51213100,
javamop,oss,graphstream-gs-core,all,stock,PASS,6502126,84035178,
javamop,oss,graphstream-gs-core,all,native,PASS,6501788,84038526,
javamop,oss,hlavki-jlemmagen,all,stock,PASS,1260642,15757880,
javamop,oss,hlavki-jlemmagen,all,native,PASS,1260642,15757880,
javamop,oss,houbb-sensitive-word,all,stock,PASS,25488809,384756603,
javamop,oss,houbb-sensitive-word,all,native,PASS,25488809,384756603,
javamop,oss,huaban-jieba-analysis,all,stock,PASS,18908551,246930565,
javamop,oss,huaban-jieba-analysis,all,native,PASS,18908551,246930565,
javamop,oss,indeedeng-vowpal-wabbit-java,all,stock,PASS,287481235,2412136891,
javamop,oss,indeedeng-vowpal-wabbit-java,all,native,PASS,0,0,
javamop,oss,iquadrat-sbb-train-scheduler,all,stock,PASS,39795482,317258067,
javamop,oss,iquadrat-sbb-train-scheduler,all,native,PASS,39795429,317257798,
javamop,oss,jahlborn-jackcess,all,stock,PASS,0,0,
javamop,oss,jahlborn-jackcess,all,native,PASS,0,0,
javamop,oss,kapoorlabs-kiara,all,stock,PASS,8904175,3574824879,
javamop,oss,kapoorlabs-kiara,all,native,PASS,8904175,3574824879,
javamop,oss,lexburner-consistent-hash-algorithm,all,stock,PASS,56100292,515582023,
javamop,oss,lexburner-consistent-hash-algorithm,all,native,PASS,56100292,515582023,
javamop,oss,lukfor-pgs-calc,all,stock,PASS,55119591,2711686782,
javamop,oss,lukfor-pgs-calc,all,native,PASS,55119591,2711687246,
javamop,oss,mastodon-sc-mastodon,all,stock,PASS,25194900,176323844,
javamop,oss,mastodon-sc-mastodon,all,native,PASS,25194873,176323674,
javamop,oss,mocnik-science-geogrid,all,stock,PASS,4000652,184545704,
javamop,oss,mocnik-science-geogrid,all,native,PASS,4000652,184571385,
javamop,oss,myui-btree4j,all,stock,PASS,40361442,496684923,
javamop,oss,myui-btree4j,all,native,PASS,40361483,496656842,
javamop,oss,palatable-lambda,all,stock,PASS,5268334,1777006033,
javamop,oss,palatable-lambda,all,native,PASS,5269124,1777012956,
javamop,oss,palindromicity-simple-syslog,all,stock,PASS,11189322,63254581,
javamop,oss,palindromicity-simple-syslog,all,native,PASS,11189322,63254581,
javamop,oss,renfei-ik-analyzer,all,stock,PASS,28817135,277032156,
javamop,oss,renfei-ik-analyzer,all,native,PASS,28817135,277032156,
javamop,oss,sbesada-java.math.expression.parser,all,stock,PASS,328001948,1640009162,
javamop,oss,sbesada-java.math.expression.parser,all,native,PASS,328001948,1640009162,
javamop,oss,simplenlg-simplenlg,all,stock,PASS,17950642,152789518,
javamop,oss,simplenlg-simplenlg,all,native,PASS,17950642,152789518,
javamop,oss,solita-functional-utils,all,stock,PASS,9971,35147818,
javamop,oss,solita-functional-utils,all,native,PASS,9971,35147817,
javamop,oss,xspec-xspec-maven-plugin-1,all,stock,PASS,28783809,348633016,
javamop,oss,xspec-xspec-maven-plugin-1,all,native,PASS,28783389,348626474,
javamop,oss,ysc-word,all,stock,PASS,4457979,7349716096,
javamop,oss,ysc-word,all,native,PASS,4457979,7349716258,
javamop,oss,zhoujianling-PointCloudUtilities,all,stock,PASS,6673328,495992681,
javamop,oss,zhoujianling-PointCloudUtilities,all,native,PASS,6738303,497112408,
javamop,dacapo,avrora,g1,native,PASS,9985398,140913016,
javamop,dacapo,avrora,parallel,native,PASS,9985724,139428958,
javamop,dacapo,avrora,serial,native,PASS,9985462,140372660,
javamop,dacapo,batik,g1,native,PASS,920794,23658097,
javamop,dacapo,batik,parallel,native,PASS,920794,23658097,
javamop,dacapo,batik,serial,native,PASS,920794,23658097,
javamop,dacapo,biojava,g1,native,PASS,528925,9157185469,
javamop,dacapo,biojava,parallel,native,PASS,528922,9157185469,
javamop,dacapo,biojava,serial,native,PASS,528925,9157185469,
javamop,dacapo,eclipse,g1,native,PASS,208134,6585951,
javamop,dacapo,eclipse,parallel,native,PASS,215064,6943353,
javamop,dacapo,eclipse,serial,native,PASS,208072,6591303,
javamop,dacapo,graphchi,g1,native,PASS,1143,93567512,
javamop,dacapo,graphchi,parallel,native,PASS,1149,93510432,
javamop,dacapo,graphchi,serial,native,PASS,1133,93506597,
javamop,dacapo,h2,g1,native,PASS,164194,12333117,
javamop,dacapo,h2,parallel,native,PASS,163902,12312870,
javamop,dacapo,h2,serial,native,PASS,163795,12376527,
javamop,dacapo,jme,g1,native,PASS,8668,2752880,
javamop,dacapo,jme,parallel,native,PASS,8675,2753388,
javamop,dacapo,jme,serial,native,PASS,8675,2753388,
javamop,dacapo,jython,g1,native,PASS,6101643,288282897,
javamop,dacapo,jython,parallel,native,PASS,6101565,288281426,
javamop,dacapo,jython,serial,native,PASS,6101337,288278227,
javamop,dacapo,luindex,g1,native,PASS,1470884,251694615,
javamop,dacapo,luindex,parallel,native,PASS,1470698,251693243,
javamop,dacapo,luindex,serial,native,PASS,1470332,251690501,
javamop,dacapo,lusearch,g1,native,PASS,33958232,1140133839,
javamop,dacapo,lusearch,parallel,native,PASS,33957880,1135587942,
javamop,dacapo,lusearch,serial,native,PASS,33958376,1146728054,
javamop,dacapo,pmd,g1,native,PASS,92771605,1857786773,
javamop,dacapo,pmd,parallel,native,PASS,92771466,1797191811,
javamop,dacapo,pmd,serial,native,PASS,92772366,1774468531,
javamop,dacapo,sunflow,g1,native,PASS,1573473,215333678,
javamop,dacapo,sunflow,parallel,native,PASS,1573473,220359181,
javamop,dacapo,sunflow,serial,native,PASS,1573473,211584719,
javamop,dacapo,tomcat,g1,native,PASS,7078873,315633431,
javamop,dacapo,tomcat,parallel,native,PASS,7085841,318833272,
javamop,dacapo,tomcat,serial,native,PASS,7082447,320841854,
javamop,dacapo,xalan,g1,native,PASS,512441,148310619,
javamop,dacapo,xalan,parallel,native,PASS,512441,147992610,
javamop,dacapo,xalan,serial,native,PASS,512441,144475647,
javamop,dacapo,zxing,g1,native,PASS,2354672,112807962,
javamop,dacapo,zxing,parallel,native,PASS,2354672,111997119,
javamop,dacapo,zxing,serial,native,PASS,2354672,111215874,
javamop,dacapo,avrora,g1,stock,PASS,9971639,142907232,
javamop,dacapo,avrora,parallel,stock,PASS,9965258,140957530,
javamop,dacapo,avrora,serial,stock,PASS,9964518,140447436,
javamop,dacapo,batik,g1,stock,PASS,920794,23658097,
javamop,dacapo,batik,parallel,stock,PASS,920794,23658097,
javamop,dacapo,batik,serial,stock,PASS,920794,23658097,
javamop,dacapo,biojava,g1,stock,PASS,528840,9157181593,
javamop,dacapo,biojava,parallel,stock,PASS,528839,9157181592,
javamop,dacapo,biojava,serial,stock,PASS,528850,9157181593,
javamop,dacapo,eclipse,g1,stock,PASS,213862,6935284,
javamop,dacapo,eclipse,parallel,stock,PASS,208162,6597691,
javamop,dacapo,eclipse,serial,stock,PASS,216458,7025700,
javamop,dacapo,graphchi,g1,stock,PASS,1149,93622940,
javamop,dacapo,graphchi,parallel,stock,PASS,1133,93433989,
javamop,dacapo,graphchi,serial,stock,PASS,1155,93449276,
javamop,dacapo,h2,g1,stock,PASS,163959,12386048,
javamop,dacapo,h2,parallel,stock,PASS,163328,12358568,
javamop,dacapo,h2,serial,stock,PASS,163874,12331442,
javamop,dacapo,jme,g1,stock,PASS,8668,2752880,
javamop,dacapo,jme,parallel,stock,PASS,8675,2753388,
javamop,dacapo,jme,serial,stock,PASS,8675,2753388,
javamop,dacapo,jython,g1,stock,PASS,6101497,288304678,
javamop,dacapo,jython,parallel,stock,PASS,6101735,288308297,
javamop,dacapo,jython,serial,stock,PASS,6101617,288306759,
javamop,dacapo,luindex,g1,stock,PASS,1472480,251706799,
javamop,dacapo,luindex,parallel,stock,PASS,1472232,251704897,
javamop,dacapo,luindex,serial,stock,PASS,1471592,251699864,
javamop,dacapo,lusearch,g1,stock,PASS,33863843,1181492694,
javamop,dacapo,lusearch,parallel,stock,PASS,33891200,1162012626,
javamop,dacapo,lusearch,serial,stock,PASS,33832162,1145039729,
javamop,dacapo,pmd,g1,stock,PASS,92719635,1901771511,
javamop,dacapo,pmd,parallel,stock,PASS,92613223,1792551425,
javamop,dacapo,pmd,serial,stock,PASS,92599720,1806053140,
javamop,dacapo,sunflow,g1,stock,PASS,1573367,215905329,
javamop,dacapo,sunflow,parallel,stock,PASS,1573383,213887643,
javamop,dacapo,sunflow,serial,stock,PASS,1573315,213799814,
javamop,dacapo,tomcat,g1,stock,PASS,7069543,352794126,
javamop,dacapo,tomcat,parallel,stock,PASS,7059081,356092504,
javamop,dacapo,tomcat,serial,stock,PASS,7073926,379066205,
javamop,dacapo,xalan,g1,stock,PASS,512225,146808915,
javamop,dacapo,xalan,parallel,stock,PASS,512150,144761071,
javamop,dacapo,xalan,serial,stock,PASS,512152,144612069,
javamop,dacapo,zxing,g1,stock,PASS,2353387,115309033,
javamop,dacapo,zxing,parallel,stock,PASS,2352698,114207867,
javamop,dacapo,zxing,serial,stock,PASS,2352789,116419990,
javamop,dacapo,kafka,serial,native,PASS,26695777,492833573,
javamop,dacapo,kafka,serial,stock,PASS,18955801,374234969,
javamop,dacapo,kafka,parallel,native,PASS,24525940,455948834,
javamop,dacapo,kafka,parallel,stock,PASS,20281300,417701716,
javamop,dacapo,kafka,g1,native,PASS,2291985,34455882,
javamop,dacapo,kafka,g1,stock,PASS,19386455,398762348,
